0,17175,-75.06288361,40.02322951,RF,1191
0,17176,-75.04027773,40.02754882,BR,1201
0,17177,-75.18059232,39.98016841,AAnF,1219
0,17178,-75.19183626,40.03928511,BR,1234
0,17179,-74.98232773,40.07795478,RF,1241
0,17180,-75.17254785,40.04899529,AAnF,1250
0,17181,-75.12960254,39.99690134,RnF,1277
0,17182,-75.07968745,40.01917561,BR,1298
0,17183,-75.13085305,39.99082944,AAnF,1306
0,17184,-75.15309126,39.92464558,BR,1330
0,17185,-75.14987012,39.92504488,RnF,1383
0,17186,-75.23081704,39.92193339,MVT,1397
0,17187,-75.15195931,40.00611788,MVT,1409
0,17188,-75.16355104,40.00128025,BR,1432
0,17189,-75.22213933,39.92512418,BR,1438
0,17190,-75.23521677,39.92770276,BR,1440
0,17191,-75.1875124,39.93872427,BR,1449
0,17192,-75.04321849,40.0356028,MVT,1467
0,17193,-75.06276267,40.04275987,BR,1473
0,17194,-75.15593075,39.92069052,RF,1478
0,17195,-75.23221963,39.97906698,BR,1489
0,17196,-75.1583002,39.97733372,RnF,1496
0,17197,-75.0827759,40.02616096,AAF,1499
0,17198,-75.22205858,39.94619082,AAnF,1500
0,17199,-75.1455133,39.99118785,RnF,1558
0,17200,-75.17319094,40.05064869,AAnF,1561
0,17201,-75.18059232,39.98016841,AAF,1576
0,17202,-75.22717125,39.94895952,RF,1579
0,17203,-75.2269333,39.92034668,AAF,1595
0,17204,-75.128654,40.00173208,BnR,1632
0,17205,-75.15826688,39.92288831,RnF,1636
0,17206,-75.15980251,40.02474939,RF,1687
0,17207,-75.2269333,39.92034668,AAF,1697
0,17208,-75.21593647,40.03411752,RnF,1710
0,17209,-75.11996065,39.99280129,BnR,1713
0,17210,-75.17703237,39.92153752,MVT,1715
0,17211,-75.25253475,39.9005793,BR,1745
0,17212,-75.11067699,40.01874519,BR,1917
0,17213,-75.17194365,39.98729038,BR,1921
0,17214,-75.13545521,39.96868913,RnF,1978
0,17215,-75.10265053,39.99208025,MVT,1989
0,17216,-75.22551722,40.0415366,BnR,2026
0,17217,-75.18418715,40.04580387,BR,2049
0,17218,-75.21998754,40.00115379,MVT,2066
