-75.27362,39.8763,0.2869,
5168,80695 ,53445 ,Aggravated Assault No Firearm,59077
5169,46064 ,18541 ,Aggravated Assault No Firearm,59103
5170,40556 ,67531 ,Burglary Residential,59109
5171,17759 ,21488 ,Motor Vehicle Theft,59110
5172,31171 ,33114 ,Homicide - Criminal,59115
5173,45346 ,58753 ,Burglary Residential,59128
5174,77399 ,60720 ,Robbery No Firearm,59142
5175,17879 ,30955 ,Robbery No Firearm,59147
5176,11225 ,15432 ,Aggravated Assault No Firearm,59160
5177,80696 ,54744 ,Robbery Firearm,59161
5178,36939 ,20162 ,Robbery No Firearm,59185
5179,36009 ,23775 ,Burglary Residential,59193
5180,90934 ,88843 ,Robbery No Firearm,59221
5181,48433 ,40089 ,Robbery No Firearm,59225
5182,18541 ,29702 ,Theft from Vehicle,59227
5183,44451 ,40621 ,Burglary Non-Residential,59234
5184,37863 ,15654 ,Aggravated Assault No Firearm,59240
5185,39995 ,25488 ,Robbery No Firearm,59256
5186,20036 ,27277 ,Robbery No Firearm,59274
5187,19560 ,22318 ,Robbery No Firearm,59277
5188,17169 ,57159 ,Aggravated Assault No Firearm,59286
5189,20036 ,27277 ,Aggravated Assault Firearm,59290
5190,37959 ,24480 ,Theft from Vehicle,59311
5191,50379 ,42028 ,Aggravated Assault No Firearm,59316
5192,29697 ,40835 ,Aggravated Assault No Firearm,59331
5193,32050 ,32364 ,Aggravated Assault No Firearm,59332
5194,9520 ,14246 ,Motor Vehicle Theft,59343
5195,55033 ,36054 ,Robbery No Firearm,59430
5196,36334 ,25252 ,Motor Vehicle Theft,59482
5197,49686 ,42518 ,Theft from Vehicle,59498
5198,8865 ,25943 ,Theft from Vehicle,59522
5199,66798 ,59098 ,Motor Vehicle Theft,59536
5200,15565 ,33339 ,Theft from Vehicle,59537
5201,54373 ,51578 ,Theft from Vehicle,59539
5202,32647 ,70980 ,Theft from Vehicle,59560
5203,40507 ,39086 ,Motor Vehicle Theft,59566
5204,28837 ,16612 ,Motor Vehicle Theft,59574
5205,38453 ,53431 ,Theft from Vehicle,59579
5206,49990 ,41138 ,Aggravated Assault No Firearm,59585
5207,16044 ,18799 ,Burglary Residential,59588
5208,34771 ,50501 ,Motor Vehicle Theft,59594
5209,32277 ,35403 ,Theft from Vehicle,59595
5210,68681 ,51163 ,Robbery No Firearm,59614
5211,67438 ,53525 ,Aggravated Assault No Firearm,59620
5212,42639 ,10845 ,Burglary Residential,59620
5213,17104 ,52374 ,Theft from Vehicle,59641
5214,54501 ,36002 ,Theft from Vehicle,59650
5215,32277 ,35403 ,Robbery Firearm,59657
5216,99952 ,68220 ,Theft from Vehicle,59657
5217,34610 ,70933 ,Burglary Residential,59661
5218,18674 ,30503 ,Theft from Vehicle,59677
5219,41844 ,61584 ,Motor Vehicle Theft,59688
5220,33395 ,31765 ,Theft from Vehicle,59698
5221,44831 ,17560 ,Motor Vehicle Theft,59707
5222,43090 ,18917 ,Theft from Vehicle,59712
5223,77681 ,60346 ,Motor Vehicle Theft,59745
5224,30714 ,62506 ,Theft from Vehicle,59771
5225,48529 ,30749 ,Motor Vehicle Theft,59778
5226,51359 ,39396 ,Aggravated Assault No Firearm,59783
5227,60869 ,45104 ,Aggravated Assault No Firearm,59783
5228,41708 ,21788 ,Theft from Vehicle,59788
5229,36084 ,52447 ,Robbery Firearm,59794
5230,41469 ,51392 ,Theft from Vehicle,59813
5231,32195 ,22492 ,Aggravated Assault No Firearm,59815
5232,40490 ,39242 ,Aggravated Assault No Firearm,59819
5233,39878 ,23735 ,Theft from Vehicle,59835
5234,11687 ,31086 ,Theft from Vehicle,59839
5235,38550 ,38082 ,Burglary Residential,59841
5236,18690 ,71697 ,Aggravated Assault No Firearm,59851
5237,39204 ,29637 ,Theft from Vehicle,59852
5238,65708 ,49828 ,Theft from Vehicle,59925
5239,41139 ,39409 ,Theft from Vehicle,59939
5240,91813 ,60336 ,Robbery Firearm,59973
5241,45803 ,40428 ,Robbery No Firearm,59979
5242,39029 ,15009 ,Burglary Residential,59991
5243,53373 ,41194 ,Theft from Vehicle,60000
5244,14983 ,26008 ,Burglary Residential,60001
5245,55302 ,35842 ,Motor Vehicle Theft,60006
5246,32052 ,24716 ,Theft from Vehicle,60010
5247,70917 ,47526 ,Theft from Vehicle,60012
5248,34810 ,39694 ,Theft from Vehicle,60027
5249,28236 ,52635 ,Theft from Vehicle,60029
5250,54838 ,39244 ,Motor Vehicle Theft,60040
5251,67524 ,50419 ,Theft from Vehicle,60045
5252,34201 ,34988 ,Aggravated Assault Firearm,60050
5253,47752 ,40177 ,Robbery No Firearm,60065
5254,58174 ,38307 ,Homicide - Criminal,60074
5255,13442 ,37948 ,Robbery No Firearm,60083
5256,38896 ,25625 ,Motor Vehicle Theft,60084
5257,32963 ,71031 ,Motor Vehicle Theft,60116
5258,38274 ,18538 ,Robbery Firearm,60133
5259,43465 ,15698 ,Aggravated Assault No Firearm,60136
5260,16306 ,16410 ,Robbery No Firearm,60143
5261,66101 ,48607 ,Theft from Vehicle,60143
5262,96827 ,86075 ,Aggravated Assault No Firearm,60146
5263,18691 ,63343 ,Robbery Firearm,60149
5264,16101 ,22656 ,Burglary Residential,60153
5265,67482 ,46277 ,Theft from Vehicle,60154
5266,37263 ,17681 ,Burglary Residential,60160
5267,40404 ,24745 ,Motor Vehicle Theft,60165
5268,68851 ,46011 ,Robbery No Firearm,60231
5269,49147 ,42737 ,Theft from Vehicle,60235
5270,91125 ,60095 ,Aggravated Assault Firearm,60236
5271,51315 ,33957 ,Theft from Vehicle,60251
5272,42527 ,62021 ,Robbery Firearm,60279
5273,76590 ,57574 ,Burglary Residential,60280
5274,39659 ,23250 ,Burglary Residential,60311
5275,41270 ,64857 ,Robbery Firearm,60312
5276,44679 ,59589 ,Robbery No Firearm,60315
5277,75876 ,63612 ,Aggravated Assault Firearm,60325
5278,40114 ,28587 ,Theft from Vehicle,60325
5279,18259 ,25046 ,Robbery Firearm,60326
5280,43935 ,62623 ,Theft from Vehicle,60337
5281,21603 ,67897 ,Robbery Firearm,60345
5282,65231 ,65108 ,Robbery No Firearm,60346
5283,14323 ,30064 ,Burglary Residential,60350
5284,66935 ,58342 ,Burglary Non-Residential,60383
5285,91112 ,58208 ,Robbery No Firearm,60408
5286,36114 ,69497 ,Robbery Firearm,60426
5287,41237 ,63904 ,Robbery No Firearm,60427
5288,14849 ,38847 ,Aggravated Assault No Firearm,60429
5289,48814 ,35689 ,Burglary Residential,60438
5290,67716 ,57875 ,Burglary Residential,60456
5291,75286 ,49587 ,Burglary Residential,60466
5292,26656 ,19668 ,Robbery Firearm,60466
5293,47824 ,37492 ,Theft from Vehicle,60473
5294,47891 ,40194 ,Burglary Residential,60485
5295,53731 ,35162 ,Aggravated Assault Firearm,60522
5296,23639 ,28789 ,Theft from Vehicle,60522
5297,47105 ,49094 ,Robbery No Firearm,60542
5298,78868 ,50893 ,Theft from Vehicle,60563
5299,41668 ,42749 ,Robbery Firearm,60564
5300,34762 ,55233 ,Aggravated Assault No Firearm,60566
5301,54674 ,50318 ,Rape,60590
5302,52083 ,52534 ,Theft from Vehicle,60595
5303,36077 ,42788 ,Aggravated Assault Firearm,60598
5304,54674 ,50318 ,Aggravated Assault No Firearm,60611
5305,55173 ,55266 ,Motor Vehicle Theft,60618
5306,37126 ,42199 ,Aggravated Assault Firearm,60621
5307,52139 ,51149 ,Aggravated Assault No Firearm,60627
5308,17734 ,26786 ,Burglary Non-Residential,60633
5309,37607 ,36128 ,Robbery No Firearm,60645
5310,53811 ,47625 ,Aggravated Assault No Firearm,60652
5311,6393 ,34120 ,Burglary Residential,60653
5312,16176 ,30560 ,Theft from Vehicle,60829
5313,87105 ,73651 ,Aggravated Assault Firearm,60833
5314,37570 ,25781 ,Rape,60857
5315,69596 ,62658 ,Theft from Vehicle,60881
5316,66954 ,64039 ,Rape,60933
5317,38256 ,37604 ,Theft from Vehicle,60938
5318,78464 ,50728 ,Burglary Non-Residential,60978
5319,57734 ,47195 ,Theft from Vehicle,60985
5320,20051 ,54185 ,Burglary Residential,60986
5321,50880 ,52670 ,Motor Vehicle Theft,60990
5322,29892 ,30748 ,Theft from Vehicle,61004
5323,19954 ,20168 ,Motor Vehicle Theft,61008
5324,6313 ,34593 ,Motor Vehicle Theft,61015
5325,41214 ,20668 ,Motor Vehicle Theft,61021
5326,72977 ,55709 ,Burglary Non-Residential,61034
5327,90284 ,78448 ,Theft from Vehicle,61034
5328,38469 ,37709 ,Aggravated Assault No Firearm,61045
5329,31760 ,62117 ,Theft from Vehicle,61046
5330,41264 ,40105 ,Theft from Vehicle,61050
5331,37239 ,25588 ,Theft from Vehicle,61056
5332,84714 ,73715 ,Burglary Non-Residential,61059
5333,38613 ,15128 ,Motor Vehicle Theft,61084
5334,68676 ,55632 ,Burglary Residential,61089
5335,28096 ,68262 ,Theft from Vehicle,61090
5336,38022 ,43872 ,Robbery Firearm,61092
5337,41335 ,67714 ,Motor Vehicle Theft,61121
5338,46466 ,44891 ,Burglary Non-Residential,61139
5339,31077 ,55279 ,Motor Vehicle Theft,61150
5340,60346 ,58045 ,Motor Vehicle Theft,61175
5341,34822 ,52507 ,Theft from Vehicle,61184
5342,60703 ,45760 ,Aggravated Assault Firearm,61210
5343,33173 ,34001 ,Motor Vehicle Theft,61238
5344,68289 ,55365 ,Theft from Vehicle,61247
5345,30281 ,34377 ,Theft from Vehicle,61264
5346,91281 ,58626 ,Motor Vehicle Theft,61278
5347,14452 ,26093 ,Theft from Vehicle,61311
5348,11755 ,28012 ,Motor Vehicle Theft,61320
5349,74293 ,54208 ,Theft from Vehicle,61328
5350,16403 ,26236 ,Theft from Vehicle,61333
5351,82823 ,56373 ,Aggravated Assault No Firearm,61349
5352,24740 ,28623 ,Theft from Vehicle,61406
5353,54230 ,40796 ,Aggravated Assault No Firearm,61414
5354,67139 ,48470 ,Theft from Vehicle,61448
5355,102797 ,72647 ,Homicide - Criminal,61457
5356,37104 ,33859 ,Robbery Firearm,61468
5357,18257 ,20887 ,Burglary Residential,61478
5358,76498 ,57959 ,Robbery No Firearm,61479
5359,91483 ,63479 ,Burglary Residential,61487
5360,77698 ,67430 ,Burglary Non-Residential,61504
5361,29424 ,65435 ,Burglary Residential,61518
5362,38109 ,44185 ,Robbery Firearm,61550
5363,39796 ,61574 ,Motor Vehicle Theft,61577
5364,63937 ,46963 ,Robbery No Firearm,61605
5365,34497 ,53298 ,Aggravated Assault Firearm,61606
5366,33800 ,24500 ,Robbery Firearm,61626
5367,64107 ,51016 ,Theft from Vehicle,61651
5368,50708 ,54221 ,Robbery No Firearm,61663
5369,27328 ,20345 ,Aggravated Assault No Firearm,61670
5370,48433 ,40089 ,Burglary Residential,61677
5371,53336 ,60579 ,Burglary Residential,61679
5372,48565 ,30723 ,Burglary Non-Residential,61683
5373,40816 ,31838 ,Burglary Residential,61717
5374,54959 ,39291 ,Aggravated Assault No Firearm,61721
5375,81244 ,54982 ,Robbery Firearm,61742
5376,71208 ,48051 ,Aggravated Assault No Firearm,61745
5377,35606 ,63887 ,Motor Vehicle Theft,61745
5378,14378 ,14375 ,Burglary Residential,61750
5379,17662 ,30711 ,Burglary Residential,61759
5380,60173 ,45114 ,Aggravated Assault No Firearm,61762
5381,40458 ,54107 ,Burglary Residential,61772
5382,90474 ,59680 ,Theft from Vehicle,61798
5383,25383 ,33953 ,Motor Vehicle Theft,61800
5384,37349 ,22160 ,Robbery No Firearm,61808
5385,45099 ,52594 ,Motor Vehicle Theft,61839
5386,35616 ,53261 ,Robbery Firearm,61852
5387,17090 ,30879 ,Aggravated Assault No Firearm,61856
5388,45354 ,52561 ,Robbery Firearm,61883
5389,46215 ,45062 ,Robbery Firearm,61899
5390,42668 ,49219 ,Aggravated Assault No Firearm,61907
5391,40005 ,34237 ,Aggravated Assault No Firearm,61912
5392,46505 ,40356 ,Aggravated Assault Firearm,61918
5393,33923 ,63286 ,Robbery Firearm,61940
5394,81277 ,78198 ,Motor Vehicle Theft,61952
5395,54790 ,49395 ,Burglary Residential,61988
5396,47733 ,49399 ,Aggravated Assault No Firearm,62004
5397,37526 ,44273 ,Burglary Residential,62010
5398,51674 ,37413 ,Theft from Vehicle,62012
5399,35208 ,56880 ,Aggravated Assault Firearm,62043
5400,61323 ,47250 ,Burglary Residential,62053
5401,72236 ,43209 ,Homicide - Criminal,62111
5402,25621 ,29529 ,Theft from Vehicle,62147
5403,15236 ,31176 ,Aggravated Assault No Firearm,62196
5404,59682 ,45350 ,Theft from Vehicle,62248
5405,18366 ,29105 ,Theft from Vehicle,62335
5406,37106 ,37741 ,Theft from Vehicle,62349
5407,14405 ,16245 ,Theft from Vehicle,62360
5408,14838 ,17354 ,Burglary Non-Residential,62365
5409,59197 ,40007 ,Theft from Vehicle,62402
5410,21107 ,54146 ,Theft from Vehicle,62411
5411,6938 ,36108 ,Theft from Vehicle,62433
5412,44800 ,17800 ,Burglary Non-Residential,62451
5413,44431 ,33662 ,Motor Vehicle Theft,62463
5414,33969 ,67734 ,Aggravated Assault No Firearm,62479
5415,35503 ,57177 ,Motor Vehicle Theft,62480
5416,52283 ,57533 ,Aggravated Assault No Firearm,62503
5417,36930 ,50785 ,Burglary Non-Residential,62504
5418,44800 ,17800 ,Motor Vehicle Theft,62510
5419,44800 ,17800 ,Theft from Vehicle,62522
5420,30522 ,38732 ,Aggravated Assault No Firearm,62550
5421,12677 ,27924 ,Aggravated Assault No Firearm,62550
5422,89430 ,62674 ,Motor Vehicle Theft,62594
5423,45261 ,25645 ,Aggravated Assault No Firearm,62596
5424,77268 ,51104 ,Theft from Vehicle,62602
5425,16415 ,27096 ,Robbery No Firearm,62607
5426,18007 ,30805 ,Burglary Residential,62617
5427,45816 ,40445 ,Motor Vehicle Theft,62635
5428,64782 ,46768 ,Burglary Residential,62638
5429,67543 ,53770 ,Robbery Firearm,62654
5430,85984 ,80321 ,Burglary Non-Residential,62678
5431,39366 ,32755 ,Motor Vehicle Theft,62679
5432,8321 ,6788 ,Aggravated Assault No Firearm,62697
5433,44777 ,17469 ,Burglary Residential,62704
5434,47179 ,12614 ,Aggravated Assault No Firearm,62713
5435,49216 ,44001 ,Robbery No Firearm,62720
5436,35618 ,22558 ,Motor Vehicle Theft,62722
5437,53631 ,34829 ,Aggravated Assault No Firearm,62731
5438,73491 ,48613 ,Burglary Residential,62750
5439,72213 ,57713 ,Robbery No Firearm,62782
5440,59948 ,45538 ,Aggravated Assault No Firearm,62806
5441,39515 ,23228 ,Aggravated Assault No Firearm,62810
5442,52857 ,56111 ,Aggravated Assault No Firearm,62831
5443,42868 ,38657 ,Robbery Firearm,62851
5444,34081 ,25668 ,Burglary Residential,62862
5445,37343 ,38221 ,Theft from Vehicle,62872
5446,55292 ,49267 ,Burglary Residential,62885
5447,34546 ,18265 ,Burglary Residential,62900
5448,51675 ,42412 ,Rape,62905
5449,43629 ,30808 ,Theft from Vehicle,62929
5450,69574 ,46143 ,Theft from Vehicle,62936
5451,70112 ,47319 ,Motor Vehicle Theft,62942
5452,35375 ,19756 ,Motor Vehicle Theft,62945
5453,45794 ,28224 ,Theft from Vehicle,62945
5454,62458 ,39092 ,Theft from Vehicle,62956
5455,30209 ,59116 ,Theft from Vehicle,62967
5456,42065 ,24946 ,Burglary Residential,62996
5457,41813 ,53038 ,Burglary Residential,63010
5458,11563 ,29228 ,Robbery No Firearm,63017
5459,35005 ,60767 ,Aggravated Assault Firearm,63022
5460,36314 ,51468 ,Robbery Firearm,63023
5461,34810 ,55340 ,Theft from Vehicle,63037
5462,49762 ,39917 ,Burglary Residential,63047
5463,22367 ,56557 ,Robbery No Firearm,63060
5464,66759 ,48855 ,Aggravated Assault No Firearm,63066
5465,33381 ,20920 ,Theft from Vehicle,63067
5466,40669 ,39986 ,Robbery Firearm,63078
5467,40328 ,37324 ,Robbery No Firearm,63084
5468,73750 ,65971 ,Robbery Firearm,63087
5469,9294 ,31754 ,Theft from Vehicle,63090
5470,81359 ,52684 ,Burglary Residential,63093
5471,15002 ,15962 ,Burglary Residential,63095
5472,80434 ,51991 ,Theft from Vehicle,63096
5473,15142 ,15256 ,Robbery Firearm,63104
5474,42169 ,13242 ,Robbery Firearm,63109
5475,38024 ,38170 ,Robbery Firearm,63110
5476,12084 ,12380 ,Theft from Vehicle,63110
5477,32735 ,34092 ,Burglary Residential,63113
5478,18040 ,29827 ,Theft from Vehicle,63125
5479,35047 ,22004 ,Theft from Vehicle,63144
5480,14555 ,23979 ,Aggravated Assault No Firearm,63148
5481,55601 ,50186 ,Burglary Residential,63158
5482,39480 ,37941 ,Robbery No Firearm,63159
5483,107337 ,73843 ,Robbery No Firearm,63161
5484,35258 ,16858 ,Theft from Vehicle,63166
5485,42087 ,56792 ,Motor Vehicle Theft,63184
5486,57356 ,57003 ,Robbery No Firearm,63186
5487,43801 ,51692 ,Robbery No Firearm,63195
5488,41443 ,44874 ,Aggravated Assault No Firearm,63203
5489,82013 ,57938 ,Aggravated Assault Firearm,63212
5490,43629 ,14828 ,Theft from Vehicle,63230
5491,50955 ,39217 ,Robbery Firearm,63248
5492,51385 ,58026 ,Aggravated Assault No Firearm,63262
5493,17792 ,20755 ,Theft from Vehicle,63276
5494,32020 ,20057 ,Burglary Residential,63306
5495,31928 ,19955 ,Aggravated Assault No Firearm,63318
5496,39104 ,38726 ,Burglary Residential,63338
5497,39058 ,24913 ,Burglary Residential,63343
5498,18900 ,51539 ,Theft from Vehicle,63348
5499,53442 ,43874 ,Theft from Vehicle,63355
5500,42728 ,47387 ,Burglary Residential,63358
5501,48565 ,30723 ,Theft from Vehicle,63370
5502,47021 ,43621 ,Motor Vehicle Theft,63394
5503,15054 ,22796 ,Motor Vehicle Theft,63414
5504,62032 ,60419 ,Motor Vehicle Theft,63447
5505,41978 ,29190 ,Robbery No Firearm,63461
5506,42131 ,30885 ,Burglary Non-Residential,63478
5507,84949 ,57302 ,Aggravated Assault No Firearm,63490
5508,41968 ,52125 ,Robbery Firearm,63567
5509,43757 ,53952 ,Robbery No Firearm,63612
5510,32191 ,50048 ,Burglary Residential,63645
5511,42632 ,49711 ,Burglary Residential,63702
5512,79356 ,79561 ,Motor Vehicle Theft,63756
5513,66844 ,56413 ,Rape,63784
5514,36493 ,31501 ,Theft from Vehicle,63790
5515,70377 ,47397 ,Motor Vehicle Theft,63800
5516,10870 ,27072 ,Theft from Vehicle,63836
5517,54311 ,41523 ,Theft from Vehicle,63851
5518,60869 ,45104 ,Theft from Vehicle,63852
5519,31322 ,36853 ,Motor Vehicle Theft,63857
5520,57096 ,41893 ,Robbery No Firearm,63857
5521,75786 ,61005 ,Theft from Vehicle,63874
5522,47974 ,35103 ,Theft from Vehicle,63875
5523,50959 ,53137 ,Theft from Vehicle,63879
5524,20571 ,23742 ,Motor Vehicle Theft,63884
5525,70759 ,56888 ,Rape,63927
5526,51894 ,37653 ,Burglary Residential,63939
5527,50271 ,53024 ,Theft from Vehicle,63939
5528,82125 ,56310 ,Aggravated Assault No Firearm,63940
5529,79616 ,59315 ,Aggravated Assault No Firearm,63953
5530,34681 ,21232 ,Aggravated Assault No Firearm,63971
5531,36102 ,18852 ,Aggravated Assault No Firearm,63978
5532,31427 ,21521 ,Burglary Residential,64011
5533,61974 ,44776 ,Theft from Vehicle,64020
5534,12732 ,24199 ,Burglary Residential,64030
5535,34071 ,51781 ,Robbery No Firearm,64039
5536,55483 ,43610 ,Burglary Residential,64042
5537,68463 ,55445 ,Motor Vehicle Theft,64079
5538,37496 ,33213 ,Motor Vehicle Theft,64084
5539,86166 ,69313 ,Theft from Vehicle,64088
5540,10785 ,38136 ,Theft from Vehicle,64110
5541,44306 ,30634 ,Theft from Vehicle,64123
5542,13700 ,53886 ,Aggravated Assault No Firearm,64127
5543,38808 ,35392 ,Motor Vehicle Theft,64141
5544,86963 ,88018 ,Theft from Vehicle,64197
5545,22367 ,56557 ,Theft from Vehicle,64215
5546,43146 ,38250 ,Theft from Vehicle,64230
5547,79178 ,51880 ,Theft from Vehicle,64239
5548,15745 ,38700 ,Theft from Vehicle,64260
5549,15762 ,31422 ,Burglary Residential,64273
5550,64968 ,52070 ,Theft from Vehicle,64278
5551,52729 ,40392 ,Theft from Vehicle,64278
5552,71354 ,56037 ,Theft from Vehicle,64278
5553,68495 ,55781 ,Robbery No Firearm,64295
5554,38207 ,45294 ,Burglary Residential,64307
5555,40706 ,26928 ,Burglary Residential,64313
5556,43841 ,22324 ,Aggravated Assault No Firearm,64319
5557,37880 ,32330 ,Burglary Residential,64320
5558,78132 ,51014 ,Motor Vehicle Theft,64320
5559,52271 ,36815 ,Aggravated Assault Firearm,64324
5560,48836 ,35670 ,Homicide - Criminal,64332
5561,30472 ,38556 ,Aggravated Assault No Firearm,64349
5562,40218 ,59959 ,Robbery No Firearm,64358
5563,68915 ,68518 ,Burglary Residential,64362
5564,75128 ,49004 ,Motor Vehicle Theft,64362
5565,34460 ,55580 ,Theft from Vehicle,64388
5566,40784 ,29071 ,Aggravated Assault No Firearm,64397
5567,69850 ,51985 ,Theft from Vehicle,64416
5568,45882 ,30293 ,Theft from Vehicle,64417
5569,71254 ,58710 ,Motor Vehicle Theft,64431
5570,41118 ,25356 ,Motor Vehicle Theft,64444
5571,100519 ,60464 ,Burglary Residential,64453
5572,49327 ,37688 ,Robbery No Firearm,64469
5573,53437 ,40560 ,Burglary Residential,64470
5574,82376 ,55329 ,Burglary Residential,64477
5575,100519 ,60464 ,Rape,64492
5576,46467 ,53603 ,Robbery Firearm,64508
5577,72196 ,48499 ,Burglary Residential,64513
5578,89863 ,66791 ,Rape,64515
5579,17569 ,28555 ,Motor Vehicle Theft,64520
5580,104136 ,72128 ,Burglary Residential,64526
5581,65132 ,55414 ,Aggravated Assault Firearm,64540
5582,82935 ,58361 ,Theft from Vehicle,64573
5583,68481 ,55435 ,Robbery No Firearm,64579
5584,37759 ,26568 ,Aggravated Assault No Firearm,64582
5585,31940 ,62291 ,Theft from Vehicle,64597
5586,30117 ,21782 ,Aggravated Assault No Firearm,64613
5587,51215 ,42164 ,Rape,64629
5588,22447 ,28750 ,Aggravated Assault No Firearm,64670
5589,12500 ,18037 ,Theft from Vehicle,64679
5590,39079 ,37990 ,Aggravated Assault No Firearm,64698
5591,47579 ,42942 ,Aggravated Assault No Firearm,64704
5592,38398 ,25035 ,Burglary Residential,64707
5593,33308 ,67500 ,Robbery No Firearm,64716
5594,78269 ,57567 ,Theft from Vehicle,64802
5595,38001 ,25158 ,Aggravated Assault No Firearm,64832
5596,51535 ,43017 ,Robbery Firearm,64871
5597,39475 ,39625 ,Theft from Vehicle,64873
5598,49275 ,43376 ,Robbery Firearm,64885
5599,57466 ,42796 ,Robbery Firearm,64911
5600,46398 ,48867 ,Aggravated Assault No Firearm,64945
5601,43926 ,56824 ,Rape,64984
5602,29461 ,60124 ,Motor Vehicle Theft,65046
5603,47275 ,56182 ,Motor Vehicle Theft,65067
5604,45475 ,47156 ,Robbery Firearm,65097
5605,13389 ,23396 ,Aggravated Assault No Firearm,65106
5606,81234 ,79211 ,Theft from Vehicle,65116
5607,21313 ,50140 ,Motor Vehicle Theft,65124
5608,53823 ,33850 ,Theft from Vehicle,65183
5609,44867 ,50456 ,Theft from Vehicle,65220
5610,68972 ,58883 ,Theft from Vehicle,65237
5611,46082 ,35507 ,Motor Vehicle Theft,65246
5612,14111 ,59155 ,Theft from Vehicle,65250
5613,45056 ,22187 ,Motor Vehicle Theft,65255
5614,69880 ,43669 ,Burglary Non-Residential,65273
5615,87124 ,71276 ,Theft from Vehicle,65288
5616,53091 ,36777 ,Theft from Vehicle,65301
5617,33689 ,15724 ,Motor Vehicle Theft,65303
5618,45784 ,32315 ,Theft from Vehicle,65322
5619,15664 ,32808 ,Motor Vehicle Theft,65327
5620,50175 ,59054 ,Theft from Vehicle,65327
5621,33263 ,37797 ,Theft from Vehicle,65328
5622,79913 ,78852 ,Burglary Residential,65329
5623,77739 ,80032 ,Burglary Non-Residential,65332
5624,30568 ,39740 ,Theft from Vehicle,65335
5625,34374 ,39331 ,Theft from Vehicle,65341
5626,21172 ,55562 ,Theft from Vehicle,65345
5627,80424 ,79255 ,Theft from Vehicle,65357
5628,11826 ,24757 ,Burglary Residential,65367
5629,41658 ,57569 ,Theft from Vehicle,65372
5630,24155 ,48090 ,Burglary Residential,65374
5631,57060 ,52047 ,Burglary Residential,65377
5632,40084 ,61102 ,Robbery No Firearm,65391
5633,68518 ,53115 ,Motor Vehicle Theft,65406
5634,65657 ,70607 ,Aggravated Assault No Firearm,65425
5635,30074 ,20899 ,Motor Vehicle Theft,65425
5636,8865 ,25943 ,Burglary Residential,65427
5637,22144 ,22435 ,Aggravated Assault No Firearm,65440
5638,74056 ,72856 ,Rape,65451
5639,18287 ,44385 ,Theft from Vehicle,65451
5640,73452 ,58811 ,Burglary Non-Residential,65469
5641,23920 ,34257 ,Rape,65472
5642,32786 ,17374 ,Theft from Vehicle,65473
5643,29634 ,30506 ,Aggravated Assault No Firearm,65478
5644,46503 ,44825 ,Rape,65478
5645,51876 ,42424 ,Robbery Firearm,65488
5646,21172 ,55562 ,Rape,65493
5647,30281 ,34377 ,Robbery No Firearm,65500
5648,41781 ,30043 ,Burglary Residential,65507
5649,13874 ,21498 ,Theft from Vehicle,65507
5650,64584 ,57728 ,Theft from Vehicle,65509
5651,66360 ,60617 ,Theft from Vehicle,65532
5652,39515 ,31904 ,Aggravated Assault No Firearm,65535
5653,37993 ,35461 ,Burglary Residential,65540
5654,81324 ,54785 ,Theft from Vehicle,65563
5655,20590 ,31449 ,Aggravated Assault No Firearm,65565
5656,12123 ,27627 ,Theft from Vehicle,65599
5657,56061 ,50238 ,Theft from Vehicle,65602
5658,60727 ,53004 ,Aggravated Assault No Firearm,65604
5659,100308 ,75456 ,Robbery No Firearm,65615
5660,59134 ,42911 ,Motor Vehicle Theft,65618
5661,58092 ,54647 ,Burglary Residential,65639
5662,37634 ,46435 ,Aggravated Assault Firearm,65640
5663,49183 ,50433 ,Aggravated Assault No Firearm,65642
5664,12123 ,27627 ,Robbery Firearm,65652
5665,37661 ,26230 ,Aggravated Assault Firearm,65653
5666,82346 ,71497 ,Aggravated Assault No Firearm,65668
5667,12615 ,14257 ,Burglary Non-Residential,65686
5668,59967 ,40003 ,Theft from Vehicle,65695
5669,9313 ,34496 ,Aggravated Assault No Firearm,65705
5670,68662 ,54714 ,Theft from Vehicle,65707
5671,32667 ,35088 ,Theft from Vehicle,65721
5672,71254 ,50120 ,Theft from Vehicle,65730
5673,66482 ,55657 ,Burglary Residential,65746
5674,55843 ,41878 ,Motor Vehicle Theft,65758
5675,36020 ,55538 ,Burglary Residential,65765
5676,54178 ,51923 ,Robbery No Firearm,65777
5677,34343 ,28170 ,Aggravated Assault No Firearm,65782
5678,80119 ,79136 ,Motor Vehicle Theft,65783
5679,11593 ,11004 ,Burglary Residential,65800
5680,52140 ,32396 ,Theft from Vehicle,65803
5681,55863 ,41844 ,Burglary Residential,65805
5682,28212 ,25827 ,Motor Vehicle Theft,65812
5683,16077 ,17688 ,Robbery No Firearm,65835
5684,34665 ,30931 ,Theft from Vehicle,65842
5685,59155 ,36752 ,Aggravated Assault No Firearm,65848
5686,66391 ,49131 ,Burglary Residential,65862
5687,10560 ,63652 ,Robbery No Firearm,65878
5688,65325 ,48038 ,Aggravated Assault No Firearm,65880
5689,67250 ,52479 ,Burglary Non-Residential,65882
5690,34292 ,20898 ,Theft from Vehicle,65889
5691,12249 ,26901 ,Burglary Residential,65895
5692,38896 ,25625 ,Aggravated Assault No Firearm,65905
5693,43067 ,17471 ,Robbery No Firearm,65916
5694,78276 ,55283 ,Robbery Firearm,65919
5695,37415 ,13855 ,Burglary Residential,65927
