-75.27362,39.8763,0.2869,
3200,35565 ,17027 ,Aggravated Assault Firearm,36501
3201,77018 ,65990 ,Robbery No Firearm,36508
3202,23993 ,49826 ,Theft from Vehicle,36528
3203,75234 ,49013 ,Aggravated Assault No Firearm,36536
3204,16419 ,39565 ,Theft from Vehicle,36538
3205,32277 ,23813 ,Burglary Residential,36554
3206,45372 ,27387 ,Theft from Vehicle,36559
3207,78720 ,52421 ,Theft from Vehicle,36559
3208,71941 ,64164 ,Burglary Residential,36581
3209,45779 ,59028 ,Theft from Vehicle,36590
3210,45307 ,19896 ,Theft from Vehicle,36594
3211,32675 ,25416 ,Burglary Residential,36599
3212,50023 ,34438 ,Burglary Non-Residential,36602
3213,48163 ,44974 ,Motor Vehicle Theft,36606
3214,66514 ,45478 ,Theft from Vehicle,36606
3215,57124 ,44272 ,Burglary Non-Residential,36612
3216,40046 ,21244 ,Theft from Vehicle,36623
3217,54255 ,49794 ,Theft from Vehicle,36626
3218,51628 ,34220 ,Burglary Residential,36627
3219,34153 ,64437 ,Theft from Vehicle,36632
3220,57702 ,42553 ,Motor Vehicle Theft,36644
3221,22509 ,49141 ,Robbery No Firearm,36647
3222,85169 ,70917 ,Rape,36650
3223,33048 ,17738 ,Theft from Vehicle,36661
3224,36107 ,25279 ,Theft from Vehicle,36682
3225,58271 ,47713 ,Theft from Vehicle,36685
3226,27755 ,28100 ,Burglary Non-Residential,36691
3227,45828 ,46240 ,Theft from Vehicle,36691
3228,13364 ,22304 ,Aggravated Assault No Firearm,36698
3229,11289 ,29062 ,Burglary Residential,36721
3230,39630 ,26374 ,Burglary Residential,36722
3231,85297 ,78834 ,Motor Vehicle Theft,36725
3232,32499 ,64298 ,Robbery No Firearm,36731
3233,13547 ,29905 ,Aggravated Assault No Firearm,36734
3234,17727 ,56414 ,Burglary Residential,36766
3235,46697 ,32471 ,Burglary Residential,36769
3236,38296 ,38115 ,Motor Vehicle Theft,36823
3237,32864 ,53533 ,Theft from Vehicle,36826
3238,32805 ,20853 ,Theft from Vehicle,36841
3239,71417 ,58513 ,Robbery No Firearm,36844
3240,60084 ,60440 ,Burglary Residential,36866
3241,94446 ,81401 ,Burglary Residential,36872
3242,34332 ,27032 ,Burglary Residential,36873
3243,71222 ,55969 ,Motor Vehicle Theft,36875
3244,51874 ,35533 ,Theft from Vehicle,36885
3245,68566 ,62102 ,Robbery No Firearm,36893
3246,47641 ,36633 ,Motor Vehicle Theft,36902
3247,63368 ,45208 ,Robbery No Firearm,36914
3248,69880 ,55564 ,Motor Vehicle Theft,36916
3249,12996 ,16706 ,Motor Vehicle Theft,36917
3250,50418 ,51372 ,Burglary Residential,36918
3251,35276 ,57749 ,Burglary Non-Residential,36924
3252,33470 ,18004 ,Rape,36927
3253,72527 ,49120 ,Aggravated Assault No Firearm,36929
3254,49234 ,50257 ,Burglary Residential,36940
3255,16818 ,35948 ,Burglary Residential,36959
3256,46099 ,48097 ,Burglary Residential,36962
3257,68260 ,58676 ,Rape,36979
3258,80295 ,52157 ,Robbery No Firearm,36979
3259,36455 ,39144 ,Burglary Residential,36983
3260,32968 ,62814 ,Motor Vehicle Theft,36984
3261,60805 ,52639 ,Burglary Residential,36985
3262,32570 ,35261 ,Burglary Residential,36990
3263,80642 ,72339 ,Aggravated Assault No Firearm,37024
3264,35809 ,15007 ,Aggravated Assault No Firearm,37025
3265,56222 ,38620 ,Motor Vehicle Theft,37031
3266,20861 ,25817 ,Theft from Vehicle,37036
3267,45122 ,41150 ,Robbery No Firearm,37044
3268,50996 ,58983 ,Theft from Vehicle,37047
3269,35700 ,17717 ,Theft from Vehicle,37064
3270,12693 ,33277 ,Burglary Residential,37078
3271,81787 ,56766 ,Theft from Vehicle,37094
3272,36944 ,41608 ,Aggravated Assault Firearm,37112
3273,36944 ,41608 ,Aggravated Assault No Firearm,37117
3274,36944 ,41608 ,Aggravated Assault Firearm,37122
3275,47947 ,63801 ,Aggravated Assault Firearm,37122
3276,44599 ,54313 ,Aggravated Assault Firearm,37122
3277,75693 ,51351 ,Burglary Residential,37123
3278,35209 ,36995 ,Robbery No Firearm,37127
3279,48981 ,49924 ,Theft from Vehicle,37130
3280,19283 ,16026 ,Aggravated Assault No Firearm,37143
3281,38357 ,13222 ,Robbery No Firearm,37147
3282,35023 ,56150 ,Theft from Vehicle,37154
3283,27251 ,58907 ,Burglary Residential,37170
3284,88194 ,83937 ,Aggravated Assault No Firearm,37172
3285,51569 ,58910 ,Burglary Residential,37187
3286,77183 ,62591 ,Theft from Vehicle,37187
3287,30662 ,19142 ,Burglary Residential,37192
3288,36339 ,17179 ,Burglary Residential,37195
3289,14265 ,22997 ,Burglary Residential,37201
3290,39434 ,34377 ,Theft from Vehicle,37205
3291,14577 ,23214 ,Aggravated Assault No Firearm,37227
3292,68286 ,55543 ,Aggravated Assault No Firearm,37239
3293,19358 ,35949 ,Aggravated Assault No Firearm,37264
3294,12432 ,27658 ,Burglary Residential,37277
3295,10871 ,27821 ,Burglary Residential,37278
3296,36948 ,22752 ,Burglary Residential,37283
3297,55723 ,40073 ,Burglary Residential,37294
3298,43814 ,18400 ,Burglary Residential,37295
3299,42063 ,66270 ,Robbery No Firearm,37299
3300,12228 ,27430 ,Theft from Vehicle,37338
3301,15783 ,30669 ,Burglary Residential,37372
3302,51656 ,43536 ,Burglary Residential,37384
3303,48574 ,49964 ,Burglary Residential,37400
3304,13499 ,37544 ,Aggravated Assault Firearm,37402
3305,33277 ,26604 ,Motor Vehicle Theft,37451
3306,29902 ,21447 ,Robbery Firearm,37454
3307,33962 ,23096 ,Theft from Vehicle,37454
3308,67640 ,64687 ,Burglary Residential,37463
3309,11692 ,29846 ,Motor Vehicle Theft,37463
3310,53846 ,37358 ,Burglary Residential,37493
3311,38844 ,32384 ,Robbery No Firearm,37519
3312,40757 ,56426 ,Motor Vehicle Theft,37556
3313,7920 ,36183 ,Theft from Vehicle,37560
3314,40696 ,46043 ,Aggravated Assault No Firearm,37562
3315,14378 ,19090 ,Motor Vehicle Theft,37598
3316,70794 ,54833 ,Aggravated Assault No Firearm,37616
3317,81241 ,52626 ,Robbery No Firearm,37622
3318,44805 ,41519 ,Theft from Vehicle,37628
3319,66327 ,64736 ,Motor Vehicle Theft,37645
3320,38317 ,58742 ,Burglary Residential,37663
3321,10777 ,16525 ,Theft from Vehicle,37663
3322,51745 ,36558 ,Burglary Non-Residential,37672
3323,77760 ,52445 ,Theft from Vehicle,37675
3324,24963 ,28161 ,Theft from Vehicle,37683
3325,24127 ,32055 ,Motor Vehicle Theft,37685
3326,53068 ,54099 ,Robbery No Firearm,37731
3327,47529 ,31126 ,Aggravated Assault Firearm,37734
3328,43454 ,41334 ,Theft from Vehicle,37747
3329,83303 ,68981 ,Theft from Vehicle,37773
3330,12326 ,30515 ,Aggravated Assault Firearm,37779
3331,79468 ,56569 ,Homicide - Gross Negligence,37801
3332,50823 ,58452 ,Aggravated Assault No Firearm,37805
3333,44927 ,56712 ,Theft from Vehicle,37805
3334,15960 ,21508 ,Theft from Vehicle,37817
3335,52431 ,37247 ,Robbery Firearm,37826
3336,36658 ,69476 ,Motor Vehicle Theft,37859
3337,38948 ,38045 ,Theft from Vehicle,37879
3338,15786 ,29881 ,Motor Vehicle Theft,37902
3339,15120 ,32064 ,Theft from Vehicle,37912
3340,42829 ,43554 ,Robbery No Firearm,37922
3341,63378 ,52125 ,Aggravated Assault No Firearm,37944
3342,33348 ,47234 ,Theft from Vehicle,37944
3343,54373 ,51407 ,Theft from Vehicle,37944
3344,15360 ,28808 ,Motor Vehicle Theft,37945
3345,65658 ,53428 ,Motor Vehicle Theft,37967
3346,15030 ,9839 ,Aggravated Assault No Firearm,37973
3347,77920 ,56161 ,Theft from Vehicle,37974
3348,36416 ,18242 ,Motor Vehicle Theft,37975
3349,36425 ,39767 ,Theft from Vehicle,37979
3350,16189 ,16287 ,Theft from Vehicle,37985
3351,87080 ,88243 ,Burglary Non-Residential,37996
3352,62073 ,47724 ,Theft from Vehicle,38015
3353,56184 ,41937 ,Theft from Vehicle,38028
3354,15472 ,18403 ,Burglary Residential,38031
3355,16977 ,31468 ,Theft from Vehicle,38034
3356,38223 ,26873 ,Motor Vehicle Theft,38036
3357,28174 ,29852 ,Theft from Vehicle,38037
3358,78362 ,61934 ,Robbery No Firearm,38047
3359,33618 ,36632 ,Theft from Vehicle,38053
3360,59574 ,41741 ,Burglary Residential,38059
3361,38875 ,36937 ,Burglary Residential,38073
3362,43012 ,28823 ,Theft from Vehicle,38082
3363,68463 ,47184 ,Theft from Vehicle,38083
3364,46591 ,31960 ,Burglary Non-Residential,38098
3365,14386 ,2526 ,Motor Vehicle Theft,38104
3366,46258 ,45322 ,Theft from Vehicle,38109
3367,44954 ,50584 ,Motor Vehicle Theft,38139
3368,72658 ,52534 ,Aggravated Assault Firearm,38147
3369,13638 ,33349 ,Aggravated Assault No Firearm,38151
3370,33271 ,54405 ,Robbery Firearm,38154
3371,35248 ,43189 ,Theft from Vehicle,38156
3372,33123 ,63007 ,Robbery No Firearm,38158
3373,15025 ,58671 ,Aggravated Assault No Firearm,38164
3374,44327 ,65073 ,Burglary Residential,38181
3375,41777 ,42735 ,Theft from Vehicle,38201
3376,37430 ,24971 ,Burglary Residential,38213
3377,12073 ,36795 ,Burglary Residential,38220
3378,71628 ,44427 ,Theft from Vehicle,38240
3379,46730 ,36566 ,Aggravated Assault No Firearm,38271
3380,79124 ,52602 ,Burglary Residential,38283
3381,80010 ,57032 ,Theft from Vehicle,38285
3382,86887 ,81894 ,Aggravated Assault Firearm,38295
3383,35991 ,18515 ,Theft from Vehicle,38310
3384,6586 ,35118 ,Theft from Vehicle,38314
3385,86063 ,80631 ,Theft from Vehicle,38333
3386,43589 ,58509 ,Burglary Residential,38351
3387,37881 ,36083 ,Aggravated Assault No Firearm,38356
3388,61685 ,45118 ,Robbery Firearm,38362
3389,11875 ,65426 ,Burglary Residential,38372
3390,41060 ,20041 ,Robbery No Firearm,38387
3391,51909 ,35980 ,Theft from Vehicle,38401
3392,40992 ,17613 ,Burglary Residential,38416
3393,85646 ,55326 ,Theft from Vehicle,38416
3394,13909 ,34953 ,Aggravated Assault No Firearm,38425
3395,57376 ,45710 ,Motor Vehicle Theft,38428
3396,38995 ,24921 ,Aggravated Assault No Firearm,38439
3397,55846 ,41878 ,Aggravated Assault No Firearm,38442
3398,61083 ,60292 ,Burglary Residential,38453
3399,30251 ,43348 ,Robbery No Firearm,38456
3400,70531 ,50379 ,Burglary Residential,38478
3401,16260 ,11175 ,Burglary Residential,38479
3402,18756 ,22139 ,Motor Vehicle Theft,38479
3403,38332 ,38650 ,Motor Vehicle Theft,38484
3404,35950 ,16776 ,Motor Vehicle Theft,38512
3405,92073 ,64926 ,Aggravated Assault Firearm,38515
3406,43259 ,35286 ,Motor Vehicle Theft,38528
3407,34581 ,21330 ,Aggravated Assault No Firearm,38547
3408,64695 ,47272 ,Theft from Vehicle,38552
3409,64361 ,45758 ,Burglary Residential,38560
3410,53166 ,35361 ,Motor Vehicle Theft,38567
3411,21860 ,24319 ,Theft from Vehicle,38585
3412,66028 ,55239 ,Robbery Firearm,38593
3413,72206 ,58106 ,Burglary Residential,38615
3414,46142 ,38745 ,Robbery Firearm,38615
3415,30107 ,37564 ,Rape,38622
3416,38332 ,38650 ,Aggravated Assault Firearm,38631
3417,79805 ,51896 ,Burglary Residential,38632
3418,71455 ,62415 ,Aggravated Assault Firearm,38633
3419,39966 ,28871 ,Robbery No Firearm,38634
3420,39824 ,33175 ,Burglary Residential,38641
3421,27890 ,21325 ,Aggravated Assault No Firearm,38643
3422,78802 ,67029 ,Robbery No Firearm,38645
3423,46358 ,39822 ,Robbery No Firearm,38647
3424,12207 ,29985 ,Burglary Residential,38649
3425,13196 ,28144 ,Robbery No Firearm,38651
3426,28465 ,46184 ,Aggravated Assault Firearm,38657
3427,32758 ,63484 ,Robbery Firearm,38657
3428,66023 ,58909 ,Burglary Residential,38692
3429,65741 ,64105 ,Burglary Residential,38700
3430,21702 ,28043 ,Burglary Residential,38722
3431,56653 ,49193 ,Burglary Residential,38733
3432,15994 ,37832 ,Theft from Vehicle,38735
3433,14803 ,25520 ,Aggravated Assault Firearm,38753
3434,29396 ,47312 ,Aggravated Assault No Firearm,38763
3435,38631 ,33321 ,Burglary Residential,38778
3436,29387 ,47271 ,Theft from Vehicle,38784
3437,50431 ,43161 ,Aggravated Assault No Firearm,38789
3438,27840 ,28901 ,Theft from Vehicle,38792
3439,45536 ,27012 ,Aggravated Assault No Firearm,38795
3440,32913 ,63249 ,Theft from Vehicle,38805
3441,44815 ,60075 ,Theft from Vehicle,38824
3442,53793 ,35183 ,Burglary Residential,38832
3443,48602 ,41368 ,Burglary Non-Residential,38839
3444,20669 ,31194 ,Homicide - Gross Negligence,38852
3445,28924 ,43065 ,Burglary Residential,38865
3446,43524 ,59247 ,Burglary Residential,38866
3447,29844 ,30302 ,Theft from Vehicle,38867
3448,36242 ,30194 ,Robbery Firearm,38874
3449,25653 ,27533 ,Theft from Vehicle,38875
3450,87820 ,54000 ,Aggravated Assault No Firearm,38882
3451,45364 ,29425 ,Burglary Residential,38896
3452,13904 ,63541 ,Aggravated Assault No Firearm,38905
3453,43494 ,15106 ,Theft from Vehicle,38930
3454,27928 ,46097 ,Burglary Residential,38941
3455,20131 ,24815 ,Aggravated Assault No Firearm,38950
3456,45508 ,57586 ,Theft from Vehicle,38970
3457,16551 ,27183 ,Theft from Vehicle,38998
3458,51256 ,55698 ,Aggravated Assault No Firearm,39049
3459,19252 ,50845 ,Robbery No Firearm,39052
3460,39234 ,24474 ,Motor Vehicle Theft,39065
3461,27376 ,46994 ,Aggravated Assault No Firearm,39070
3462,27848 ,47590 ,Aggravated Assault Firearm,39081
3463,27848 ,47590 ,Aggravated Assault No Firearm,39136
3464,27376 ,46994 ,Aggravated Assault No Firearm,39167
3465,34364 ,51655 ,Aggravated Assault No Firearm,39167
3466,16531 ,27083 ,Aggravated Assault No Firearm,39168
3467,38709 ,31027 ,Aggravated Assault No Firearm,39182
3468,68340 ,41958 ,Aggravated Assault No Firearm,39196
3469,16309 ,34100 ,Theft from Vehicle,39196
3470,57709 ,54120 ,Theft from Vehicle,39281
3471,21687 ,45004 ,Burglary Residential,39327
3472,69646 ,49634 ,Burglary Residential,39330
3473,67909 ,41620 ,Theft from Vehicle,39380
3474,34810 ,39694 ,Aggravated Assault No Firearm,39405
3475,49489 ,53883 ,Theft from Vehicle,39422
3476,61147 ,52731 ,Burglary Non-Residential,39423
3477,53068 ,47981 ,Motor Vehicle Theft,39426
3478,54304 ,43765 ,Theft from Vehicle,39426
3479,75337 ,75354 ,Theft from Vehicle,39431
3480,21791 ,46015 ,Motor Vehicle Theft,39439
3481,12896 ,23829 ,Burglary Residential,39446
3482,49802 ,38545 ,Theft from Vehicle,39451
3483,42769 ,50417 ,Motor Vehicle Theft,39458
3484,41526 ,29896 ,Burglary Non-Residential,39459
3485,57464 ,58943 ,Burglary Residential,39486
3486,78901 ,58816 ,Theft from Vehicle,39487
3487,11292 ,34947 ,Burglary Residential,39500
3488,32133 ,16721 ,Theft from Vehicle,39503
3489,60667 ,57819 ,Burglary Residential,39538
3490,46766 ,38405 ,Theft from Vehicle,39559
3491,53979 ,42376 ,Theft from Vehicle,39566
3492,33870 ,66090 ,Burglary Non-Residential,39569
3493,10110 ,28070 ,Motor Vehicle Theft,39578
3494,40081 ,37319 ,Rape,39584
3495,11977 ,27461 ,Burglary Residential,39592
3496,80952 ,56328 ,Theft from Vehicle,39599
3497,16972 ,22918 ,Burglary Residential,39601
3498,38467 ,37700 ,Theft from Vehicle,39616
3499,11037 ,40051 ,Robbery Firearm,39622
3500,13971 ,17345 ,Theft from Vehicle,39634
3501,32148 ,19602 ,Burglary Non-Residential,39637
3502,65352 ,48496 ,Aggravated Assault No Firearm,39640
3503,42228 ,15404 ,Rape,39640
3504,15511 ,29434 ,Burglary Residential,39647
3505,61540 ,47764 ,Theft from Vehicle,39672
3506,56411 ,49123 ,Burglary Residential,39685
3507,46873 ,50159 ,Burglary Residential,39693
3508,60511 ,60837 ,Motor Vehicle Theft,39696
3509,69362 ,49315 ,Robbery Firearm,39698
3510,40433 ,28312 ,Burglary Residential,39703
3511,28069 ,17065 ,Robbery No Firearm,39705
3512,85145 ,57373 ,Motor Vehicle Theft,39716
3513,21169 ,25614 ,Robbery Firearm,39750
3514,88940 ,58465 ,Theft from Vehicle,39750
3515,82016 ,53608 ,Burglary Residential,39757
3516,68183 ,45482 ,Robbery Firearm,39759
3517,66633 ,51975 ,Theft from Vehicle,39777
3518,305 ,34746 ,Theft from Vehicle,39792
3519,64176 ,50977 ,Motor Vehicle Theft,39804
3520,41638 ,15149 ,Theft from Vehicle,39809
3521,48055 ,32887 ,Burglary Residential,39842
3522,63142 ,39080 ,Robbery No Firearm,39856
3523,27086 ,60151 ,Burglary Residential,39858
3524,39443 ,63709 ,Burglary Non-Residential,39860
3525,66782 ,64345 ,Theft from Vehicle,39878
3526,49504 ,45476 ,Aggravated Assault No Firearm,39900
3527,30966 ,32456 ,Burglary Residential,39902
3528,9998 ,28123 ,Motor Vehicle Theft,39907
3529,36986 ,21071 ,Theft from Vehicle,39919
3530,17448 ,16155 ,Burglary Residential,39921
3531,80638 ,53370 ,Theft from Vehicle,39922
3532,34089 ,17609 ,Motor Vehicle Theft,39934
3533,15467 ,33853 ,Burglary Residential,39956
3534,24060 ,29248 ,Motor Vehicle Theft,39959
3535,40501 ,18924 ,Theft from Vehicle,39972
3536,23526 ,27836 ,Theft from Vehicle,39976
3537,28339 ,69217 ,Motor Vehicle Theft,39996
3538,81306 ,56013 ,Motor Vehicle Theft,39998
3539,9150 ,37904 ,Rape,39998
3540,85947 ,57665 ,Robbery Firearm,39999
3541,79090 ,54841 ,Robbery No Firearm,40007
3542,16068 ,24890 ,Robbery Firearm,40010
3543,43540 ,43878 ,Robbery No Firearm,40029
3544,48983 ,51823 ,Aggravated Assault Firearm,40043
3545,66833 ,50562 ,Theft from Vehicle,40045
3546,38974 ,38004 ,Motor Vehicle Theft,40068
3547,10593 ,38798 ,Robbery Firearm,40070
3548,37694 ,26268 ,Theft from Vehicle,40095
3549,66129 ,66424 ,Theft from Vehicle,40102
3550,17350 ,29142 ,Aggravated Assault No Firearm,40103
3551,40214 ,37863 ,Burglary Residential,40112
3552,59385 ,45048 ,Robbery No Firearm,40114
3553,29682 ,49030 ,Theft from Vehicle,40114
3554,72145 ,52137 ,Robbery No Firearm,40119
3555,42072 ,46389 ,Robbery Firearm,40133
3556,34738 ,32082 ,Robbery Firearm,40144
3557,53740 ,47654 ,Robbery Firearm,40147
3558,50827 ,51565 ,Robbery No Firearm,40154
3559,63291 ,46659 ,Motor Vehicle Theft,40156
3560,51190 ,42182 ,Theft from Vehicle,40166
3561,47159 ,32587 ,Aggravated Assault No Firearm,40221
3562,41300 ,16098 ,Burglary Residential,40243
3563,40798 ,18783 ,Robbery Firearm,40248
3564,63291 ,46659 ,Robbery No Firearm,40249
3565,28500 ,27191 ,Robbery No Firearm,40261
3566,35980 ,26248 ,Aggravated Assault No Firearm,40268
3567,43259 ,49023 ,Theft from Vehicle,40275
3568,29460 ,30914 ,Aggravated Assault No Firearm,40284
3569,54894 ,36209 ,Robbery Firearm,40310
3570,16527 ,33695 ,Burglary Residential,40315
3571,43201 ,45177 ,Aggravated Assault No Firearm,40355
3572,34585 ,35927 ,Theft from Vehicle,40378
3573,40679 ,18355 ,Robbery Firearm,40396
3574,60025 ,37209 ,Aggravated Assault No Firearm,40397
3575,50410 ,58126 ,Theft from Vehicle,40397
3576,15475 ,18427 ,Aggravated Assault Firearm,40411
3577,26283 ,27721 ,Theft from Vehicle,40414
3578,26065 ,26977 ,Aggravated Assault No Firearm,40462
3579,35408 ,26319 ,Theft from Vehicle,40494
3580,53823 ,33850 ,Burglary Residential,40531
3581,14157 ,16660 ,Aggravated Assault No Firearm,40537
3582,47820 ,35782 ,Homicide - Gross Negligence,40553
3583,9633 ,30209 ,Motor Vehicle Theft,40568
3584,39461 ,37714 ,Burglary Non-Residential,40585
3585,36430 ,30839 ,Aggravated Assault No Firearm,40688
3586,31171 ,33114 ,Burglary Residential,40714
3587,39522 ,37936 ,Robbery No Firearm,40801
3588,18571 ,56144 ,Robbery No Firearm,40805
3589,56104 ,42979 ,Robbery No Firearm,40811
3590,38708 ,51987 ,Burglary Residential,40815
3591,52548 ,34401 ,Burglary Residential,40817
3592,52078 ,52131 ,Burglary Residential,40849
3593,26719 ,47382 ,Theft from Vehicle,40854
3594,65328 ,49438 ,Aggravated Assault No Firearm,40864
3595,38251 ,41655 ,Theft from Vehicle,40890
3596,49990 ,38646 ,Theft from Vehicle,40894
3597,36264 ,17150 ,Burglary Residential,40902
3598,47172 ,49257 ,Burglary Non-Residential,40907
3599,32774 ,16728 ,Robbery No Firearm,40918
3600,35506 ,40135 ,Motor Vehicle Theft,40955
3601,33103 ,36868 ,Motor Vehicle Theft,40974
3602,36280 ,38567 ,Homicide - Gross Negligence,40976
3603,31292 ,36367 ,Burglary Residential,40989
3604,39435 ,37985 ,Theft from Vehicle,41009
3605,52643 ,53628 ,Aggravated Assault No Firearm,41033
3606,39501 ,18057 ,Theft from Vehicle,41044
3607,67763 ,57896 ,Theft from Vehicle,41054
3608,34329 ,17812 ,Theft from Vehicle,41060
3609,31699 ,20301 ,Motor Vehicle Theft,41085
3610,17478 ,56747 ,Robbery No Firearm,41093
3611,43677 ,49215 ,Burglary Residential,41101
3612,38007 ,38170 ,Burglary Residential,41102
3613,38200 ,13582 ,Burglary Residential,41118
3614,30992 ,32429 ,Theft from Vehicle,41129
3615,36410 ,18905 ,Theft from Vehicle,41139
3616,56557 ,42882 ,Theft from Vehicle,41146
3617,37777 ,31904 ,Theft from Vehicle,41165
3618,28506 ,56806 ,Burglary Non-Residential,41178
3619,53824 ,48362 ,Theft from Vehicle,41192
3620,63560 ,46556 ,Burglary Residential,41205
3621,35475 ,52735 ,Theft from Vehicle,41208
3622,57466 ,42796 ,Aggravated Assault Firearm,41210
3623,2640 ,33347 ,Burglary Non-Residential,41254
3624,32101 ,40861 ,Theft from Vehicle,41262
3625,30182 ,18849 ,Burglary Residential,41267
3626,40834 ,60751 ,Burglary Residential,41277
3627,28492 ,34636 ,Burglary Non-Residential,41280
3628,76693 ,50546 ,Robbery Firearm,41285
3629,43968 ,60083 ,Motor Vehicle Theft,41294
3630,58282 ,54247 ,Robbery No Firearm,41307
3631,34500 ,32943 ,Burglary Residential,41312
3632,42222 ,38165 ,Motor Vehicle Theft,41327
3633,30959 ,32407 ,Robbery Firearm,41331
3634,35121 ,22112 ,Theft from Vehicle,41341
3635,50451 ,58463 ,Burglary Residential,41363
3636,17776 ,33549 ,Theft from Vehicle,41363
3637,46274 ,31835 ,Theft from Vehicle,41371
3638,12045 ,34263 ,Burglary Residential,41374
3639,18628 ,22760 ,Theft from Vehicle,41384
3640,37795 ,39568 ,Burglary Residential,41394
3641,9754 ,23968 ,Robbery No Firearm,41404
3642,36066 ,43367 ,Aggravated Assault No Firearm,41407
3643,46496 ,57617 ,Aggravated Assault No Firearm,41416
3644,54425 ,52625 ,Aggravated Assault No Firearm,41423
3645,43929 ,57699 ,Aggravated Assault No Firearm,41425
3646,40807 ,50004 ,Theft from Vehicle,41433
3647,71228 ,47819 ,Theft from Vehicle,41441
3648,40487 ,13398 ,Aggravated Assault Firearm,41492
3649,48268 ,51154 ,Robbery No Firearm,41504
3650,28992 ,54610 ,Burglary Residential,41508
3651,36510 ,42022 ,Motor Vehicle Theft,41514
3652,57243 ,48323 ,Burglary Residential,41516
3653,40807 ,50004 ,Aggravated Assault Firearm,41532
3654,54143 ,40103 ,Robbery Firearm,41559
3655,57470 ,49388 ,Aggravated Assault Firearm,41562
3656,66212 ,48945 ,Robbery No Firearm,41569
3657,14252 ,16701 ,Robbery Firearm,41572
3658,74496 ,63043 ,Robbery No Firearm,41574
3659,9286 ,58667 ,Motor Vehicle Theft,41589
3660,43726 ,40434 ,Motor Vehicle Theft,41618
3661,31855 ,17119 ,Theft from Vehicle,41621
3662,10951 ,17662 ,Burglary Non-Residential,41631
3663,13 ,34559 ,Burglary Residential,41641
3664,56075 ,39706 ,Theft from Vehicle,41644
3665,55168 ,39354 ,Robbery Firearm,41650
3666,37984 ,27617 ,Aggravated Assault No Firearm,41652
3667,35224 ,30991 ,Rape,41659
3668,40658 ,27837 ,Theft from Vehicle,41673
3669,69148 ,50948 ,Robbery Firearm,41679
3670,34310 ,19019 ,Theft from Vehicle,41725
3671,32347 ,20556 ,Robbery Firearm,41740
3672,59967 ,40003 ,Aggravated Assault No Firearm,41792
3673,13 ,34559 ,Aggravated Assault Firearm,41801
3674,39464 ,25852 ,Burglary Non-Residential,41811
3675,38034 ,27920 ,Burglary Residential,41813
3676,38813 ,25234 ,Robbery Firearm,41823
3677,45714 ,25050 ,Theft from Vehicle,41834
3678,109505 ,73268 ,Robbery No Firearm,41870
3679,8986 ,31811 ,Robbery No Firearm,41882
3680,42349 ,28587 ,Aggravated Assault No Firearm,41895
3681,57256 ,45013 ,Motor Vehicle Theft,41898
3682,42349 ,28587 ,Aggravated Assault No Firearm,41899
3683,58739 ,42720 ,Robbery No Firearm,41928
3684,40212 ,16221 ,Aggravated Assault No Firearm,41951
3685,72223 ,56951 ,Burglary Non-Residential,41958
3686,9966 ,12922 ,Robbery No Firearm,41975
3687,70215 ,47156 ,Burglary Non-Residential,42111
3688,11388 ,18204 ,Theft from Vehicle,42167
3689,37038 ,55135 ,Theft from Vehicle,42221
3690,59967 ,40003 ,Theft from Vehicle,42235
3691,70678 ,67391 ,Motor Vehicle Theft,42236
3692,66606 ,48620 ,Burglary Non-Residential,42238
3693,65380 ,52536 ,Theft from Vehicle,42246
3694,40488 ,14850 ,Burglary Non-Residential,42247
3695,42372 ,29661 ,Theft from Vehicle,42255
3696,78698 ,57717 ,Theft from Vehicle,42258
3697,39680 ,13809 ,Theft from Vehicle,42260
3698,27763 ,46631 ,Theft from Vehicle,42268
3699,39946 ,27856 ,Robbery No Firearm,42285
3700,39867 ,30068 ,Theft from Vehicle,42296
3701,35006 ,45548 ,Robbery No Firearm,42316
3702,36770 ,18018 ,Theft from Vehicle,42332
3703,45077 ,42797 ,Burglary Residential,42355
3704,31383 ,19547 ,Robbery No Firearm,42357
3705,60052 ,38506 ,Theft from Vehicle,42360
3706,72656 ,52535 ,Burglary Residential,42366
3707,29629 ,47075 ,Motor Vehicle Theft,42378
3708,81237 ,69403 ,Robbery Firearm,42382
3709,11857 ,12545 ,Theft from Vehicle,42383
3710,18393 ,31090 ,Theft from Vehicle,42387
3711,29528 ,20412 ,Motor Vehicle Theft,42396
3712,34894 ,49639 ,Aggravated Assault No Firearm,42399
3713,53631 ,34829 ,Burglary Residential,42412
3714,32293 ,14507 ,Burglary Residential,42417
3715,37303 ,57208 ,Robbery No Firearm,42424
3716,30945 ,32418 ,Motor Vehicle Theft,42432
3717,40320 ,24318 ,Theft from Vehicle,42432
3718,79078 ,58084 ,Theft from Vehicle,42436
3719,38928 ,37136 ,Robbery Firearm,42437
3720,75697 ,53823 ,Theft from Vehicle,42440
3721,54667 ,39136 ,Burglary Residential,42441
3722,23001 ,69788 ,Theft from Vehicle,42441
3723,55153 ,50928 ,Motor Vehicle Theft,42453
3724,67456 ,48371 ,Robbery No Firearm,42454
3725,13916 ,24510 ,Burglary Residential,42455
3726,37235 ,41533 ,Burglary Residential,42455
3727,59416 ,44195 ,Robbery Firearm,42461
3728,58256 ,43202 ,Aggravated Assault No Firearm,42467
3729,61718 ,46062 ,Burglary Residential,42467
3730,61718 ,46062 ,Motor Vehicle Theft,42469
